"participant_id","comments","stimulus_id","n","utterance","response"
"participant37","","S42-806",1.87,"C",0.229946524064171
"participant37","","S42-806",1.87,"A > C",0.240641711229947
"participant37","","S42-806",1.87,"C > A",0.283422459893048
"participant37","","S30-805",2.06,"A",0.29126213592233
"participant37","","S30-805",2.06,"C",0.281553398058252
"participant37","","S30-805",2.06,"A > C",0.218446601941748
"participant37","","S30-805",2.06,"C > A",0.20873786407767
"participant37","","S63-1039",3.2,"A",0.19375
"participant37","","S63-1039",3.2,"C",0.18125
"participant37","","S63-1039",3.2,"A > C",0.3125
"participant37","","S63-1039",3.2,"C > A",0.3125
"participant37","","S34-806",3.26,"A",0.242331288343558
"participant37","","S34-806",3.26,"C",0.282208588957055
"participant37","","S34-806",3.26,"A > C",0.168711656441718
"participant37","","S34-806",3.26,"C > A",0.306748466257669
"participant37","","S7-130",2.9,"A",0.279310344827586
"participant37","","S7-130",2.9,"C",0.286206896551724
"participant37","","S7-130",2.9,"A > C",0.206896551724138
"participant37","","S7-130",2.9,"C > A",0.227586206896552
"participant37","","S12-203",2.94,"A",0.285714285714286
"participant37","","S12-203",2.94,"C",0.289115646258503
"participant37","","S12-203",2.94,"A > C",0.224489795918367
"participant37","","S12-203",2.94,"C > A",0.200680272108844
"participant37","","S7-130-dep",3.61,"A",0.210526315789474
"participant37","","S7-130-dep",3.61,"C",0.246537396121884
"participant37","","S7-130-dep",3.61,"A > C",0.265927977839335
"participant37","","S7-130-dep",3.61,"C > A",0.277008310249307
"participant37","","S15-443",2.52,"A",0.26984126984127
"participant37","","S15-443",2.52,"C",0.257936507936508
"participant37","","S15-443",2.52,"A > C",0.253968253968254
"participant37","","S15-443",2.52,"C > A",0.218253968253968
"participant37","","S32-806",2.38,"A",0.315126050420168
"participant37","","S32-806",2.38,"C",0.277310924369748
"participant37","","S32-806",2.38,"A > C",0.243697478991597
"participant37","","S32-806",2.38,"C > A",0.163865546218487
"participant37","","S22-468",2.41,"A",0.307053941908714
"participant37","","S22-468",2.41,"C",0.323651452282158
"participant37","","S22-468",2.41,"A > C",0.186721991701245
"participant37","","S22-468",2.41,"C > A",0.182572614107884
"participant37","","S10-203",2.35,"A",0.323404255319149
"participant37","","S10-203",2.35,"C",0.302127659574468
"participant37","","S10-203",2.35,"A > C",0.191489361702128
"participant37","","S10-203",2.35,"C > A",0.182978723404255
"participant37","","S89-1642",2.43,"A",0.316872427983539
"participant37","","S89-1642",2.43,"C",0.325102880658436
"participant37","","S89-1642",2.43,"A > C",0.185185185185185
"participant37","","S89-1642",2.43,"C > A",0.172839506172839
"participant37","","S44-806",2.91,"A",0.319587628865979
"participant37","","S44-806",2.91,"C",0.261168384879725
"participant37","","S44-806",2.91,"A > C",0.0756013745704467
"participant37","","S44-806",2.91,"C > A",0.343642611683849
"participant37","","S20-468",3.16,"A",0.275316455696203
"participant37","","S20-468",3.16,"C",0.278481012658228
"participant37","","S20-468",3.16,"A > C",0.316455696202532
"participant37","","S20-468",3.16,"C > A",0.129746835443038
"participant37","","S93-1674",2.75,"A",0.258181818181818
"participant37","","S93-1674",2.75,"C",0.338181818181818
"participant37","","S93-1674",2.75,"A > C",0.04
"participant37","","S93-1674",2.75,"C > A",0.363636363636364
"participant38","","S42-806",3.91,"A",0.255754475703325
"participant38","","S42-806",3.91,"C",0.232736572890026
"participant38","","S42-806",3.91,"A > C",0.255754475703325
"participant38","","S42-806",3.91,"C > A",0.255754475703325
"participant38","","S20-468",3.01,"A",0.332225913621262
"participant38","","S20-468",3.01,"C",0.235880398671096
"participant38","","S20-468",3.01,"A > C",0.0996677740863787
"participant38","","S20-468",3.01,"C > A",0.332225913621262
"participant38","","S57-1007",2.55,"A",0.12156862745098
"participant38","","S57-1007",2.55,"C",0.0980392156862745
"participant38","","S57-1007",2.55,"A > C",0.392156862745098
"participant38","","S57-1007",2.55,"C > A",0.388235294117647
"participant38","","S7-130",4,"A",0.25
"participant38","","S7-130",4,"C",0.25
"participant38","","S7-130",4,"A > C",0.25
"participant38","","S7-130",4,"C > A",0.25
"participant38","","S44-806",1.79,"A",0.335195530726257
"participant38","","S44-806",1.79,"C",0.0335195530726257
"participant38","","S44-806",1.79,"A > C",0.0893854748603352
"participant38","","S44-806",1.79,"C > A",0.541899441340782
"participant38","","S15-443",3.8,"A",0.257894736842105
"participant38","","S15-443",3.8,"C",0.252631578947368
"participant38","","S15-443",3.8,"A > C",0.263157894736842
"participant38","","S15-443",3.8,"C > A",0.226315789473684
"participant38","","S55-1006",1.06,"A",0.00943396226415094
"participant38","","S55-1006",1.06,"C",0.933962264150943
"participant38","","S55-1006",1.06,"A > C",0.0471698113207547
"participant38","","S55-1006",1.06,"C > A",0.00943396226415094
"participant38","","S89-1642",3.23,"A",0.185758513931889
"participant38","","S89-1642",3.23,"C",0.198142414860681
"participant38","","S89-1642",3.23,"A > C",0.309597523219814
"participant38","","S89-1642",3.23,"C > A",0.306501547987616
"participant38","","S63-1039",3.48,"A",0.221264367816092
"participant38","","S63-1039",3.48,"C",0.206896551724138
"participant38","","S63-1039",3.48,"A > C",0.28448275862069
"participant38","","S63-1039",3.48,"C > A",0.28735632183908
"participant38","","S34-806",3.18,"A",0.232704402515723
"participant38","","S34-806",3.18,"C",0.314465408805031
"participant38","","S34-806",3.18,"A > C",0.229559748427673
"participant38","","S34-806",3.18,"C > A",0.223270440251572
"participant38","","S12-203",1.04,"A",0.961538461538461
"participant38","","S12-203",1.04,"C",0.0384615384615385
"participant38","","S12-203",1.04,"A > C",0
"participant38","","S12-203",1.04,"C > A",0
"participant38","","S30-805-dep",1.01,"A",0.0297029702970297
"participant38","","S30-805-dep",1.01,"C",0
"participant38","","S30-805-dep",1.01,"A > C",0
"participant38","","S30-805-dep",1.01,"C > A",0.97029702970297
"participant38","","S1-121",3.97,"A",0.251889168765743
"participant38","","S1-121",3.97,"C",0.244332493702771
"participant38","","S1-121",3.97,"A > C",0.251889168765743
"participant38","","S1-121",3.97,"C > A",0.251889168765743
"participant38","","S97-1674",3.51,"A",0.284900284900285
"participant38","","S97-1674",3.51,"C",0.250712250712251
"participant38","","S97-1674",3.51,"A > C",0.179487179487179
"participant38","","S97-1674",3.51,"C > A",0.284900284900285
"participant38","","S22-468",3.88,"A",0.257731958762887
"participant38","","S22-468",3.88,"C",0.22680412371134
"participant38","","S22-468",3.88,"A > C",0.257731958762887
"participant38","","S22-468",3.88,"C > A",0.257731958762887
"participant38","","S89-1642-dep",3.58,"A",0.229050279329609
"participant38","","S89-1642-dep",3.58,"C",0.212290502793296
"participant38","","S89-1642-dep",3.58,"A > C",0.279329608938547
"participant38","","S89-1642-dep",3.58,"C > A",0.279329608938547
"participant38","","S7-130-dep",4,"A",0.25
"participant38","","S7-130-dep",4,"C",0.25
"participant38","","S7-130-dep",4,"A > C",0.25
"participant38","","S7-130-dep",4,"C > A",0.25
"participant38","","S83-1609",3.11,"A",0.183279742765273
"participant38","","S83-1609",3.11,"C",0.189710610932476
"participant38","","S83-1609",3.11,"A > C",0.305466237942122
"participant38","","S83-1609",3.11,"C > A",0.321543408360129
"participant38","","S54-806",1.49,"A",0
"participant38","","S54-806",1.49,"C",0.0671140939597315
"participant38","","S54-806",1.49,"A > C",0.664429530201342
"participant38","","S54-806",1.49,"C > A",0.268456375838926
"participant38","","S59-1007",2.11,"A",0.0568720379146919
"participant38","","S59-1007",2.11,"C",0.421800947867299
"participant38","","S59-1007",2.11,"A > C",0.464454976303318
"participant38","","S59-1007",2.11,"C > A",0.0568720379146919
"participant38","","S93-1674",1.48,"A",0.418918918918919
"participant38","","S93-1674",1.48,"C",0.405405405405405
"participant38","","S93-1674",1.48,"A > C",0.0743243243243243
"participant38","","S93-1674",1.48,"C > A",0.101351351351351
"participant38","","S8-202",2.7,"A",0.37037037037037
"participant38","","S8-202",2.7,"C",0.0222222222222222
"participant38","","S8-202",2.7,"A > C",0.237037037037037
"participant38","","S8-202",2.7,"C > A",0.37037037037037
"participant38","","S30-805",2.01,"A",0
"participant38","","S30-805",2.01,"C",0.0348258706467662
"participant38","","S30-805",2.01,"A > C",0.497512437810945
"participant38","","S30-805",2.01,"C > A",0.467661691542289
"participant38","","S32-806",1.93,"A",0.0155440414507772
"participant38","","S32-806",1.93,"C",0
"participant38","","S32-806",1.93,"A > C",0.518134715025907
"participant38","","S32-806",1.93,"C > A",0.466321243523316
"participant38","","S10-203",2,"A",0.5
"participant38","","S10-203",2,"C",0
"participant38","","S10-203",2,"A > C",0
"participant38","","S10-203",2,"C > A",0.5
"participant39","","S57-1007",1.67,"A",0.0958083832335329
"participant39","","S57-1007",1.67,"C",0.335329341317365
"participant39","","S57-1007",1.67,"A > C",0.18562874251497
"participant39","","S57-1007",1.67,"C > A",0.383233532934132
"participant39","","S32-806",0.26,"A",0
"participant39","","S32-806",0.26,"C",0.384615384615385
"participant39","","S32-806",0.26,"A > C",0
"participant39","","S32-806",0.26,"C > A",0.615384615384615
"participant39","","S1-121",4,"A",0.25
"participant39","","S1-121",4,"C",0.25
"participant39","","S1-121",4,"A > C",0.25
"participant39","","S1-121",4,"C > A",0.25
"participant39","","S8-202",1.92,"A",0.458333333333333
"participant39","","S8-202",1.92,"C",0.046875
"participant39","","S8-202",1.92,"A > C",0.286458333333333
"participant39","","S8-202",1.92,"C > A",0.208333333333333
"participant39","","S93-1674",3.26,"A",0.199386503067485
"participant39","","S93-1674",3.26,"C",0.306748466257669
"participant39","","S93-1674",3.26,"A > C",0.202453987730061
"participant39","","S93-1674",3.26,"C > A",0.291411042944785
"participant39","","S30-805",0.66,"A",0.424242424242424
"participant39","","S30-805",0.66,"C",0.196969696969697
"participant39","","S30-805",0.66,"A > C",0.287878787878788
"participant39","","S30-805",0.66,"C > A",0.0909090909090909
"participant39","","S97-1674",1.57,"A",0.401273885350318
"participant39","","S97-1674",1.57,"C",0.140127388535032
"participant39","","S97-1674",1.57,"A > C",0.382165605095541
"participant39","","S97-1674",1.57,"C > A",0.0764331210191083
"participant39","","S63-1039",1.87,"A",0
"participant39","","S63-1039",1.87,"C",0.46524064171123
"participant39","","S63-1039",1.87,"A > C",0
"participant39","","S63-1039",1.87,"C > A",0.53475935828877
"participant39","","S20-468",3.51,"A",0.284900284900285
"participant39","","S20-468",3.51,"C",0.179487179487179
"participant39","","S20-468",3.51,"A > C",0.264957264957265
"participant39","","S20-468",3.51,"C > A",0.270655270655271
"participant39","","S59-1007",0.69,"A",0
"participant39","","S59-1007",0.69,"C",0.260869565217391
"participant39","","S59-1007",0.69,"A > C",0.420289855072464
"participant39","","S59-1007",0.69,"C > A",0.318840579710145
"participant39","","S55-1006",1.96,"A",0
"participant39","","S55-1006",1.96,"C",0.418367346938775
"participant39","","S55-1006",1.96,"A > C",0.397959183673469
"participant39","","S55-1006",1.96,"C > A",0.183673469387755
"participant39","","S7-130-dep",4,"A",0.25
"participant39","","S7-130-dep",4,"C",0.25
"participant39","","S7-130-dep",4,"A > C",0.25
"participant39","","S7-130-dep",4,"C > A",0.25
"participant39","","S10-203",2.88,"A",0.347222222222222
"participant39","","S10-203",2.88,"C",0
"participant39","","S10-203",2.88,"A > C",0.347222222222222
"participant39","","S10-203",2.88,"C > A",0.305555555555556
"participant39","","S12-203",1.5,"A",0.666666666666667
"participant39","","S12-203",1.5,"C",0.18
"participant39","","S12-203",1.5,"A > C",0.0866666666666667
"participant39","","S12-203",1.5,"C > A",0.0666666666666667
"participant39","","S54-806",1,"A",0
"participant39","","S54-806",1,"C",0
"participant39","","S54-806",1,"A > C",0
"participant39","","S54-806",1,"C > A",1
"participant39","","S7-130",3,"A",0
"participant39","","S7-130",3,"C",0.333333333333333
"participant39","","S7-130",3,"A > C",0.333333333333333
"participant39","","S7-130",3,"C > A",0.333333333333333
"participant39","","S22-468",4,"A",0.25
"participant39","","S22-468",4,"C",0.25
"participant39","","S22-468",4,"A > C",0.25
"participant39","","S22-468",4,"C > A",0.25
"participant39","","S44-806",1.18,"A",0
"participant39","","S44-806",1.18,"C",0.0593220338983051
"participant39","","S44-806",1.18,"A > C",0.0932203389830508
"participant39","","S44-806",1.18,"C > A",0.847457627118644
"participant39","","S83-1609",3,"A",0.206666666666667
"participant39","","S83-1609",3,"C",0.196666666666667
"participant39","","S83-1609",3,"A > C",0.316666666666667
"participant39","","S83-1609",3,"C > A",0.28
"participant39","","S15-443",3.57,"A",0.280112044817927
"participant39","","S15-443",3.57,"C",0.159663865546218
"participant39","","S15-443",3.57,"A > C",0.280112044817927
"participant39","","S15-443",3.57,"C > A",0.280112044817927
"participant40","","S89-1642",2.9,"A",0.262068965517241
"participant40","","S89-1642",2.9,"C",0.262068965517241
"participant40","","S89-1642",2.9,"A > C",0.248275862068966
"participant40","","S89-1642",2.9,"C > A",0.227586206896552
"participant40","","S83-1609",2.93,"A",0.266211604095563
"participant40","","S83-1609",2.93,"C",0.238907849829352
"participant40","","S83-1609",2.93,"A > C",0.242320819112628
"participant40","","S83-1609",2.93,"C > A",0.252559726962457
"participant40","","S15-443",3.05,"A",0.275409836065574
"participant40","","S15-443",3.05,"C",0.239344262295082
"participant40","","S15-443",3.05,"A > C",0.242622950819672
"participant40","","S15-443",3.05,"C > A",0.242622950819672
"participant40","","S42-806",1.16,"A",0.275862068965517
"participant40","","S42-806",1.16,"C",0.25
"participant40","","S42-806",1.16,"A > C",0.28448275862069
"participant40","","S42-806",1.16,"C > A",0.189655172413793
"participant40","","S12-203",3.15,"A",0.250793650793651
"participant40","","S12-203",3.15,"C",0.253968253968254
"participant40","","S12-203",3.15,"A > C",0.241269841269841
"participant40","","S12-203",3.15,"C > A",0.253968253968254
"participant40","","S93-1674",2.99,"A",0.260869565217391
"participant40","","S93-1674",2.99,"C",0.22742474916388
"participant40","","S93-1674",2.99,"A > C",0.25752508361204
"participant40","","S93-1674",2.99,"C > A",0.254180602006689
"participant40","","S7-130-dep",0.97,"A",0.247422680412371
"participant40","","S7-130-dep",0.97,"C",0.216494845360825
"participant40","","S7-130-dep",0.97,"A > C",0.268041237113402
"participant40","","S7-130-dep",0.97,"C > A",0.268041237113402
"participant40","","S63-1039",2.42,"A",0.260330578512397
"participant40","","S63-1039",2.42,"C",0.252066115702479
"participant40","","S63-1039",2.42,"A > C",0.309917355371901
"participant40","","S63-1039",2.42,"C > A",0.177685950413223
"participant40","","S22-468",3.15,"A",0.250793650793651
"participant40","","S22-468",3.15,"C",0.247619047619048
"participant40","","S22-468",3.15,"A > C",0.253968253968254
"participant40","","S22-468",3.15,"C > A",0.247619047619048
"participant40","","S20-468",3.83,"A",0.245430809399478
"participant40","","S20-468",3.83,"C",0.248041775456919
"participant40","","S20-468",3.83,"A > C",0.255874673629243
"participant40","","S20-468",3.83,"C > A",0.25065274151436
"participant40","","S57-1007",3.4,"A",0.258823529411765
"participant40","","S57-1007",3.4,"C",0.270588235294118
"participant40","","S57-1007",3.4,"A > C",0.238235294117647
"participant40","","S57-1007",3.4,"C > A",0.232352941176471
"participant40","","S97-1674",3.22,"A",0.282608695652174
"participant40","","S97-1674",3.22,"C",0.195652173913043
"participant40","","S97-1674",3.22,"A > C",0.260869565217391
"participant40","","S97-1674",3.22,"C > A",0.260869565217391
"participant40","","S44-806",2.35,"A",0.425531914893617
"participant40","","S44-806",2.35,"C",0.0468085106382979
"participant40","","S44-806",2.35,"A > C",0.374468085106383
"participant40","","S44-806",2.35,"C > A",0.153191489361702
"participant40","","S8-202",3.27,"A",0.244648318042813
"participant40","","S8-202",3.27,"C",0.241590214067278
"participant40","","S8-202",3.27,"A > C",0.250764525993884
"participant40","","S8-202",3.27,"C > A",0.262996941896024
"participant40","","S30-805",3.21,"A",0.258566978193146
"participant40","","S30-805",3.21,"C",0.233644859813084
"participant40","","S30-805",3.21,"A > C",0.255451713395639
"participant40","","S30-805",3.21,"C > A",0.252336448598131
"participant40","","S59-1007",1.81,"A",0.0883977900552486
"participant40","","S59-1007",1.81,"C",0.497237569060773
"participant40","","S59-1007",1.81,"A > C",0.204419889502762
"participant40","","S59-1007",1.81,"C > A",0.209944751381215
"participant40","","S34-806",3.34,"A",0.25748502994012
"participant40","","S34-806",3.34,"C",0.248502994011976
"participant40","","S34-806",3.34,"A > C",0.24251497005988
"participant40","","S34-806",3.34,"C > A",0.251497005988024
"participant40","","S32-806",3.77,"A",0.244031830238727
"participant40","","S32-806",3.77,"C",0.246684350132626
"participant40","","S32-806",3.77,"A > C",0.26525198938992
"participant40","","S32-806",3.77,"C > A",0.244031830238727
"participant40","","S55-1006",2.82,"A",0.336879432624113
"participant40","","S55-1006",2.82,"C",0.205673758865248
"participant40","","S55-1006",2.82,"A > C",0.24113475177305
"participant40","","S55-1006",2.82,"C > A",0.216312056737589
"participant40","","S1-121",3.41,"A",0.24633431085044
"participant40","","S1-121",3.41,"C",0.240469208211144
"participant40","","S1-121",3.41,"A > C",0.249266862170088
"participant40","","S1-121",3.41,"C > A",0.263929618768328
"participant40","","S10-203",3.17,"A",0.249211356466877
"participant40","","S10-203",3.17,"C",0.246056782334385
"participant40","","S10-203",3.17,"A > C",0.258675078864353
"participant40","","S10-203",3.17,"C > A",0.246056782334385
"participant40","","S30-805-dep",1.13,"A",0.725663716814159
"participant40","","S30-805-dep",1.13,"C",0
"participant40","","S30-805-dep",1.13,"A > C",0.115044247787611
"participant40","","S30-805-dep",1.13,"C > A",0.15929203539823
"participant40","","S54-806",0.73,"A",0.287671232876712
"participant40","","S54-806",0.73,"C",0.219178082191781
"participant40","","S54-806",0.73,"A > C",0.191780821917808
"participant40","","S54-806",0.73,"C > A",0.301369863013699
"participant40","","S89-1642-dep",2.45,"A",0.257142857142857
"participant40","","S89-1642-dep",2.45,"C",0.244897959183673
"participant40","","S89-1642-dep",2.45,"A > C",0.240816326530612
"participant40","","S89-1642-dep",2.45,"C > A",0.257142857142857
"participant40","","S7-130",3.28,"A",0.25
"participant40","","S7-130",3.28,"C",0.25
"participant40","","S7-130",3.28,"A > C",0.25
"participant40","","S7-130",3.28,"C > A",0.25
"participant41","","S7-130-dep",0.1,"A",0.2
"participant41","","S7-130-dep",0.1,"C",0.4
"participant41","","S7-130-dep",0.1,"A > C",0.4
"participant41","","S7-130-dep",0.1,"C > A",0
"participant41","","S83-1609",3.42,"A",0.263157894736842
"participant41","","S83-1609",3.42,"C",0.271929824561404
"participant41","","S83-1609",3.42,"A > C",0.228070175438597
"participant41","","S83-1609",3.42,"C > A",0.236842105263158
"participant41","","S8-202",0.89,"A",0.752808988764045
"participant41","","S8-202",0.89,"C",0.235955056179775
"participant41","","S8-202",0.89,"A > C",0
"participant41","","S8-202",0.89,"C > A",0.0112359550561798
"participant41","","S97-1674",1.14,"A",0.807017543859649
"participant41","","S97-1674",1.14,"C",0.0263157894736842
"participant41","","S97-1674",1.14,"A > C",0.149122807017544
"participant41","","S97-1674",1.14,"C > A",0.0175438596491228
"participant41","","S55-1006",0.92,"A",0.717391304347826
"participant41","","S55-1006",0.92,"C",0.184782608695652
"participant41","","S55-1006",0.92,"A > C",0
"participant41","","S55-1006",0.92,"C > A",0.0978260869565217
"participant41","","S34-806",0.66,"A",0.318181818181818
"participant41","","S34-806",0.66,"C",0.106060606060606
"participant41","","S34-806",0.66,"A > C",0.257575757575758
"participant41","","S34-806",0.66,"C > A",0.318181818181818
"participant41","","S32-806",1.08,"A",0.231481481481481
"participant41","","S32-806",1.08,"C",0.657407407407407
"participant41","","S32-806",1.08,"A > C",0.037037037037037
"participant41","","S32-806",1.08,"C > A",0.0740740740740741
"participant41","","S44-806",0.95,"A",0.926315789473684
"participant41","","S44-806",0.95,"C",0
"participant41","","S44-806",0.95,"A > C",0.0210526315789474
"participant41","","S44-806",0.95,"C > A",0.0526315789473684
"participant41","","S15-443",2.19,"A",0.383561643835616
"participant41","","S15-443",2.19,"C",0.337899543378995
"participant41","","S15-443",2.19,"A > C",0.141552511415525
"participant41","","S15-443",2.19,"C > A",0.136986301369863
"participant41","","S59-1007",1.27,"A",0.118110236220472
"participant41","","S59-1007",1.27,"C",0.582677165354331
"participant41","","S59-1007",1.27,"A > C",0.181102362204724
"participant41","","S59-1007",1.27,"C > A",0.118110236220472
"participant41","","S30-805-dep",0.05,"A",0
"participant41","","S30-805-dep",0.05,"C",0
"participant41","","S30-805-dep",0.05,"A > C",1
"participant41","","S30-805-dep",0.05,"C > A",0
"participant41","","S57-1007",3.16,"A",0.25
"participant41","","S57-1007",3.16,"C",0.265822784810127
"participant41","","S57-1007",3.16,"A > C",0.256329113924051
"participant41","","S57-1007",3.16,"C > A",0.227848101265823
"participant41","","S89-1642-dep",0.21,"A",1
"participant41","","S89-1642-dep",0.21,"C",0
"participant41","","S89-1642-dep",0.21,"A > C",0
"participant41","","S89-1642-dep",0.21,"C > A",0
"participant41","","S7-130",3.68,"A",0.260869565217391
"participant41","","S7-130",3.68,"C",0.258152173913043
"participant41","","S7-130",3.68,"A > C",0.258152173913043
"participant41","","S7-130",3.68,"C > A",0.222826086956522
"participant41","","S89-1642",3.96,"A",0.252525252525253
"participant41","","S89-1642",3.96,"C",0.252525252525253
"participant41","","S89-1642",3.96,"A > C",0.242424242424242
"participant41","","S89-1642",3.96,"C > A",0.252525252525253
"participant41","","S20-468",3.64,"A",0.274725274725275
"participant41","","S20-468",3.64,"C",0.255494505494505
"participant41","","S20-468",3.64,"A > C",0.252747252747253
"participant41","","S20-468",3.64,"C > A",0.217032967032967
"participant41","","S63-1039",0.23,"A",0.0434782608695652
"participant41","","S63-1039",0.23,"C",0.782608695652174
"participant41","","S63-1039",0.23,"A > C",0.173913043478261
"participant41","","S63-1039",0.23,"C > A",0
"participant41","","S93-1674",0.03,"A",0
"participant41","","S93-1674",0.03,"C",0
"participant41","","S93-1674",0.03,"A > C",0
"participant41","","S93-1674",0.03,"C > A",1
"participant41","","S10-203",3.42,"A",0.260233918128655
"participant41","","S10-203",3.42,"C",0.274853801169591
"participant41","","S10-203",3.42,"A > C",0.222222222222222
"participant41","","S10-203",3.42,"C > A",0.242690058479532
"participant41","","S1-121",3.3,"A",0.248484848484848
"participant41","","S1-121",3.3,"C",0.251515151515152
"participant41","","S1-121",3.3,"A > C",0.248484848484848
"participant41","","S1-121",3.3,"C > A",0.251515151515152
"participant41","","S22-468",3.58,"A",0.240223463687151
"participant41","","S22-468",3.58,"C",0.270949720670391
"participant41","","S22-468",3.58,"A > C",0.23463687150838
"participant41","","S22-468",3.58,"C > A",0.254189944134078
"participant41","","S12-203",1,"A",1
"participant41","","S12-203",1,"C",0
"participant41","","S12-203",1,"A > C",0
"participant41","","S12-203",1,"C > A",0
"participant41","","S30-805",1,"A",1
"participant41","","S30-805",1,"C",0
"participant41","","S30-805",1,"A > C",0
"participant41","","S30-805",1,"C > A",0
"participant42","","S63-1039",3.47,"A",0.24207492795389
"participant42","","S63-1039",3.47,"C",0.204610951008646
"participant42","","S63-1039",3.47,"A > C",0.288184438040346
"participant42","","S63-1039",3.47,"C > A",0.265129682997118
"participant42","","S83-1609",0.99,"A",0.717171717171717
"participant42","","S83-1609",0.99,"C",0.282828282828283
"participant42","","S83-1609",0.99,"A > C",0
"participant42","","S83-1609",0.99,"C > A",0
"participant42","","S44-806",2.9,"A",0.344827586206897
"participant42","","S44-806",2.9,"C",0.248275862068966
"participant42","","S44-806",2.9,"A > C",0.0620689655172414
"participant42","","S44-806",2.9,"C > A",0.344827586206897
"participant42","","S22-468",1.43,"A",0.517482517482518
"participant42","","S22-468",1.43,"C",0.482517482517482
"participant42","","S22-468",1.43,"A > C",0
"participant42","","S22-468",1.43,"C > A",0
"participant42","","S42-806",3.43,"A",0.201166180758017
"participant42","","S42-806",3.43,"C",0.215743440233236
"participant42","","S42-806",3.43,"A > C",0.291545189504373
"participant42","","S42-806",3.43,"C > A",0.291545189504373
"participant42","","S55-1006",1.43,"A",0.503496503496504
"participant42","","S55-1006",1.43,"C",0.496503496503497
"participant42","","S55-1006",1.43,"A > C",0
"participant42","","S55-1006",1.43,"C > A",0
"participant42","","S8-202",3.34,"A",0.212574850299401
"participant42","","S8-202",3.34,"C",0.188622754491018
"participant42","","S8-202",3.34,"A > C",0.29940119760479
"participant42","","S8-202",3.34,"C > A",0.29940119760479
"participant42","","S7-130",1.34,"A",0.470149253731343
"participant42","","S7-130",1.34,"C",0.529850746268657
"participant42","","S7-130",1.34,"A > C",0
"participant42","","S7-130",1.34,"C > A",0
"participant42","","S34-806",2.49,"A",0.112449799196787
"participant42","","S34-806",2.49,"C",0.0843373493975904
"participant42","","S34-806",2.49,"A > C",0.401606425702811
"participant42","","S34-806",2.49,"C > A",0.401606425702811
"participant42","","S15-443",1.85,"A",0.378378378378378
"participant42","","S15-443",1.85,"C",0.356756756756757
"participant42","","S15-443",1.85,"A > C",0.0918918918918919
"participant42","","S15-443",1.85,"C > A",0.172972972972973
"participant42","","S20-468",1.4,"A",0.514285714285714
"participant42","","S20-468",1.4,"C",0.485714285714286
"participant42","","S20-468",1.4,"A > C",0
"participant42","","S20-468",1.4,"C > A",0
"participant42","","S12-203",1.48,"A",0.52027027027027
"participant42","","S12-203",1.48,"C",0.47972972972973
"participant42","","S12-203",1.48,"A > C",0
"participant42","","S12-203",1.48,"C > A",0
"participant42","","S89-1642",1.28,"A",0.4921875
"participant42","","S89-1642",1.28,"C",0.5078125
"participant42","","S89-1642",1.28,"A > C",0
"participant42","","S89-1642",1.28,"C > A",0
"participant42","","S10-203",2.56,"A",0.3046875
"participant42","","S10-203",2.56,"C",0.32421875
"participant42","","S10-203",2.56,"A > C",0.37109375
"participant42","","S10-203",2.56,"C > A",0
"participant42","","S93-1674",2.54,"A",0.303149606299213
"participant42","","S93-1674",2.54,"C",0.303149606299213
"participant42","","S93-1674",2.54,"A > C",0
"participant42","","S93-1674",2.54,"C > A",0.393700787401575
"participant42","","S30-805",1.48,"A",0.52027027027027
"participant42","","S30-805",1.48,"C",0.47972972972973
"participant42","","S30-805",1.48,"A > C",0
"participant42","","S30-805",1.48,"C > A",0
"participant42","","S1-121",3.59,"A",0.228412256267409
"participant42","","S1-121",3.59,"C",0.214484679665738
"participant42","","S1-121",3.59,"A > C",0.278551532033426
"participant42","","S1-121",3.59,"C > A",0.278551532033426
"participant42","","S89-1642-dep",4,"A",0.25
"participant42","","S89-1642-dep",4,"C",0.25
"participant42","","S89-1642-dep",4,"A > C",0.25
"participant42","","S89-1642-dep",4,"C > A",0.25
"participant42","","S97-1674",3.85,"A",0.236363636363636
"participant42","","S97-1674",3.85,"C",0.244155844155844
"participant42","","S97-1674",3.85,"A > C",0.25974025974026
"participant42","","S97-1674",3.85,"C > A",0.25974025974026
"participant42","","S57-1007",1.66,"A",0.487951807228916
"participant42","","S57-1007",1.66,"C",0.512048192771084
"participant42","","S57-1007",1.66,"A > C",0
"participant42","","S57-1007",1.66,"C > A",0
"participant42","","S32-806",1.75,"A",0.462857142857143
"participant42","","S32-806",1.75,"C",0.434285714285714
"participant42","","S32-806",1.75,"A > C",0.102857142857143
"participant42","","S32-806",1.75,"C > A",0
"participant42","","S59-1007",2.07,"A",0
"participant42","","S59-1007",2.07,"C",0.483091787439614
"participant42","","S59-1007",2.07,"A > C",0.483091787439614
"participant42","","S59-1007",2.07,"C > A",0.033816425120773
"participant42","","S54-806",2.64,"A",0.287878787878788
"participant42","","S54-806",2.64,"C",0.333333333333333
"participant42","","S54-806",2.64,"A > C",0.378787878787879
"participant42","","S54-806",2.64,"C > A",0
"participant42","","S7-130-dep",4,"A",0.25
"participant42","","S7-130-dep",4,"C",0.25
"participant42","","S7-130-dep",4,"A > C",0.25
"participant42","","S7-130-dep",4,"C > A",0.25
"participant42","","S30-805-dep",1.04,"A",0.0384615384615385
"participant42","","S30-805-dep",1.04,"C",0
"participant42","","S30-805-dep",1.04,"A > C",0
