"participant_id","stimulus_id","utterance","response"
"participant47","S93-1674","C",0.73
"participant47","S93-1674","C > A",0.78
"participant47","S97-1674","A",0.48
"participant47","S97-1674","A > C",0.32
"participant47","S97-1674","C",0.45
"participant47","S97-1674","C > A",0.73
"participant48","S1-121","A",0.81
"participant48","S1-121","A > C",0.78
"participant48","S1-121","C",0.82
"participant48","S1-121","C > A",0.81
"participant48","S10-203","A",0.78
"participant48","S10-203","A > C",0.86
"participant48","S10-203","C",0.82
"participant48","S10-203","C > A",0.78
"participant48","S12-203","A",0.74
"participant48","S12-203","A > C",0.8
"participant48","S12-203","C",0.73
"participant48","S12-203","C > A",0.76
"participant48","S15-443","A",0.74
"participant48","S15-443","A > C",0.79
"participant48","S15-443","C",0.8
"participant48","S15-443","C > A",0.78
"participant48","S20-468","A",0.77
"participant48","S20-468","A > C",0.81
"participant48","S20-468","C",0.77
"participant48","S20-468","C > A",0.82
"participant48","S22-468","A",0.82
"participant48","S22-468","A > C",0.85
"participant48","S22-468","C",0.85
"participant48","S22-468","C > A",0.83
"participant48","S30-805","A",0.76
"participant48","S30-805","A > C",0.81
"participant48","S30-805","C",0.7
"participant48","S30-805","C > A",0.74
"participant48","S30-805-dep","A",0.63
"participant48","S30-805-dep","A > C",0.24
"participant48","S30-805-dep","C",0.22
"participant48","S30-805-dep","C > A",0.23
"participant48","S32-806","A",0.81
"participant48","S32-806","A > C",0.85
"participant48","S32-806","C",0.82
"participant48","S32-806","C > A",0.8
"participant48","S34-806","A",0.76
"participant48","S34-806","A > C",0.81
"participant48","S34-806","C",0.7
"participant48","S34-806","C > A",0.81
"participant48","S42-806","A",0.26
"participant48","S42-806","A > C",0.33
"participant48","S42-806","C",0.29
"participant48","S42-806","C > A",0.27
"participant48","S44-806","A",0.78
"participant48","S44-806","A > C",0.93
"participant48","S44-806","C",0.17
"participant48","S44-806","C > A",0.88
"participant48","S54-806","A",0.23
"participant48","S54-806","A > C",0.76
"participant48","S54-806","C",0.18
"participant48","S54-806","C > A",1
"participant48","S55-1006","A",0.84
"participant48","S55-1006","A > C",0.81
"participant48","S55-1006","C",0.8
"participant48","S55-1006","C > A",0.82
"participant48","S57-1007","A",0.86
"participant48","S57-1007","A > C",0.87
"participant48","S57-1007","C",0.81
"participant48","S57-1007","C > A",0.85
"participant48","S59-1007","A",0.17
"participant48","S59-1007","A > C",0.8
"participant48","S59-1007","C",0.78
"participant48","S59-1007","C > A",0.84
"participant48","S63-1039","A",0.81
"participant48","S63-1039","A > C",0.86
"participant48","S63-1039","C",0.81
"participant48","S63-1039","C > A",0.8
"participant48","S7-130","A",0.89
"participant48","S7-130","A > C",0.84
"participant48","S7-130","C",0.84
"participant48","S7-130","C > A",0.81
"participant48","S7-130-dep","A",0.92
"participant48","S7-130-dep","A > C",0.81
"participant48","S7-130-dep","C",0.84
"participant48","S7-130-dep","C > A",0.83
"participant48","S8-202","A",0.75
"participant48","S8-202","A > C",0.8
"participant48","S8-202","C",0.8
"participant48","S8-202","C > A",0.77
"participant48","S83-1609","A",0.82
"participant48","S83-1609","A > C",0.8
"participant48","S83-1609","C",0.79
"participant48","S83-1609","C > A",0.77
"participant48","S89-1642","A",0.8
"participant48","S89-1642","A > C",0.83
"participant48","S89-1642","C",0.84
"participant48","S89-1642","C > A",0.81
"participant48","S89-1642-dep","A",0.82
"participant48","S89-1642-dep","A > C",0.85
"participant48","S89-1642-dep","C",0.85
"participant48","S89-1642-dep","C > A",0.81
"participant48","S93-1674","A",0.79
"participant48","S93-1674","A > C",0.79
"participant48","S93-1674","C",0.85
"participant48","S93-1674","C > A",0.8
"participant48","S97-1674","A",0.24
"participant48","S97-1674","A > C",0.78
"participant48","S97-1674","C",0.07
"participant48","S97-1674","C > A",0.85
"participant49","S1-121","A",0.93
"participant49","S1-121","A > C",0.83
"participant49","S1-121","C",0.86
"participant49","S1-121","C > A",0.82
"participant49","S10-203","A",1
"participant49","S10-203","A > C",0
"participant49","S10-203","C",0.07
"participant49","S10-203","C > A",0.81
"participant49","S12-203","A",1
"participant49","S12-203","A > C",0.36
"participant49","S12-203","C",0.15
"participant49","S12-203","C > A",1
"participant49","S15-443","A",1
"participant49","S15-443","A > C",1
"participant49","S15-443","C",1
"participant49","S15-443","C > A",1
"participant49","S20-468","A",1
"participant49","S20-468","A > C",0.74
"participant49","S20-468","C",0.74
"participant49","S20-468","C > A",1
"participant49","S22-468","A",1
"participant49","S22-468","A > C",1
"participant49","S22-468","C",1
"participant49","S22-468","C > A",1
"participant49","S30-805","A",0.71
"participant49","S30-805","A > C",0.71
"participant49","S30-805","C",0.7
"participant49","S30-805","C > A",0.77
"participant49","S30-805-dep","A",0.65
"participant49","S30-805-dep","A > C",0
"participant49","S30-805-dep","C",0
"participant49","S30-805-dep","C > A",0.35
"participant49","S32-806","A",0.83
"participant49","S32-806","A > C",1
"participant49","S32-806","C",0.71
"participant49","S32-806","C > A",1
"participant49","S34-806","A",0.19
"participant49","S34-806","A > C",0.14
"participant49","S34-806","C",0.68
"participant49","S34-806","C > A",0.71
"participant49","S42-806","A",0
"participant49","S42-806","A > C",1
"participant49","S42-806","C",0
"participant49","S42-806","C > A",1
"participant49","S44-806","A",0
"participant49","S44-806","A > C",0.66
"participant49","S44-806","C",0
"participant49","S44-806","C > A",1
"participant49","S54-806","A",0
"participant49","S54-806","A > C",0.87
"participant49","S54-806","C",0
"participant49","S54-806","C > A",0
"participant49","S55-1006","A",0
"participant49","S55-1006","A > C",1
"participant49","S55-1006","C",1
"participant49","S55-1006","C > A",0
"participant49","S57-1007","A",0.08
"participant49","S57-1007","A > C",1
"participant49","S57-1007","C",1
"participant49","S57-1007","C > A",0.07
"participant49","S59-1007","A",0
"participant49","S59-1007","A > C",1
"participant49","S59-1007","C",1
"participant49","S59-1007","C > A",0
"participant49","S7-130","A",1
"participant49","S7-130","A > C",1
"participant49","S7-130","C",1
"participant49","S7-130","C > A",1
"participant49","S7-130-dep","A",0.96
"participant49","S7-130-dep","A > C",1
"participant49","S7-130-dep","C",0.93
"participant49","S7-130-dep","C > A",1
"participant49","S83-1609","A",1
"participant49","S83-1609","A > C",1
"participant49","S83-1609","C",1
"participant49","S83-1609","C > A",1
"participant49","S89-1642","A",1
"participant49","S89-1642","A > C",1
"participant49","S89-1642","C",1
"participant49","S89-1642","C > A",1
"participant49","S89-1642-dep","A",1
"participant49","S89-1642-dep","A > C",1
"participant49","S89-1642-dep","C",1
"participant49","S89-1642-dep","C > A",1
"participant49","S93-1674","A",1
"participant49","S93-1674","A > C",1
"participant49","S93-1674","C",1
"participant49","S93-1674","C > A",1
"participant49","S97-1674","A",1
"participant49","S97-1674","A > C",1
"participant49","S97-1674","C",1
"participant49","S97-1674","C > A",1
"participant5","S1-121","A",0.72
"participant5","S1-121","C",0.67
"participant5","S10-203","A",1
"participant5","S10-203","C",0
"participant5","S12-203","A",1
"participant5","S12-203","C",0
"participant5","S15-443","A",1
"participant5","S15-443","C",1
"participant5","S20-468","A",0.78
"participant5","S20-468","C",0.36
"participant5","S22-468","A",1
"participant5","S22-468","C",1
"participant5","S30-805-dep","A",0
"participant5","S30-805-dep","C",0
"participant5","S42-806","A",0.95
"participant5","S42-806","C",0.86
"participant5","S55-1006","A",0
"participant5","S55-1006","C",1
"participant5","S57-1007","A",0
"participant5","S57-1007","C",1
"participant5","S59-1007","A",0
"participant5","S59-1007","C",1
"participant5","S63-1039","A",0
"participant5","S63-1039","C",1
"participant5","S7-130","A",1
"participant5","S7-130","C",1
"participant5","S7-130-dep","A",1
"participant5","S7-130-dep","C",1
"participant5","S8-202","A",0.96
"participant5","S8-202","C",0.19
"participant5","S83-1609","A",0.99
"participant5","S83-1609","C",0.89
"participant5","S89-1642","A",1
"participant5","S89-1642","C",1
"participant5","S89-1642-dep","A",1
"participant5","S89-1642-dep","C",1
"participant5","S93-1674","A",0.96
"participant5","S93-1674","C",1
"participant5","S97-1674","A",1
"participant5","S97-1674","C",0.79
"participant50","S1-121","A",1
"participant50","S1-121","A > C",0.82
"participant50","S1-121","C",0.96
"participant50","S1-121","C > A",0.56
"participant50","S10-203","A",1
"participant50","S10-203","A > C",0.6
"participant50","S10-203","C",0.93
"participant50","S10-203","C > A",0.66
"participant50","S12-203","A",0.84
"participant50","S12-203","A > C",0.09
"participant50","S12-203","C",0.66
"participant50","S12-203","C > A",0.24
"participant50","S15-443","A",0.71
"participant50","S15-443","A > C",0.14
"participant50","S15-443","C",0.82
"participant50","S15-443","C > A",0.23
"participant50","S20-468","A",0.77
"participant50","S20-468","A > C",0.02
"participant50","S20-468","C",0.84
"participant50","S20-468","C > A",0.08
"participant50","S22-468","A",0.76
"participant50","S22-468","A > C",0.15
"participant50","S22-468","C",0.82
"participant50","S22-468","C > A",0.07
"participant50","S30-805","A",1
"participant50","S30-805","A > C",0
"participant50","S30-805","C",1
"participant50","S30-805","C > A",0.03
"participant50","S30-805-dep","A",0.13
"participant50","S30-805-dep","A > C",0.06
"participant50","S30-805-dep","C",0
"participant50","S30-805-dep","C > A",0.06
"participant50","S32-806","A",0.7
"participant50","S32-806","A > C",0.39
"participant50","S32-806","C",0.7
"participant50","S32-806","C > A",0.28
"participant50","S34-806","A",0.72
"participant50","S34-806","A > C",0.19
"participant50","S34-806","C",0.09
"participant50","S34-806","C > A",0.78
"participant50","S42-806","A",1
"participant50","S42-806","A > C",0.96
"participant50","S42-806","C",1
"participant50","S42-806","C > A",0.98
"participant50","S44-806","A",0.81
"participant50","S44-806","A > C",0.22
"participant50","S44-806","C",0.1
"participant50","S44-806","C > A",0.93
"participant50","S54-806","A",0.21
"participant50","S54-806","A > C",1
"participant50","S54-806","C",0.73
"participant50","S54-806","C > A",0.21
"participant50","S55-1006","A",0.86
"participant50","S55-1006","A > C",0.13
"participant50","S55-1006","C",0.79
"participant50","S55-1006","C > A",0.08
"participant50","S57-1007","A",0.98
"participant50","S57-1007","A > C",1
"participant50","S57-1007","C",1
"participant50","S57-1007","C > A",1
"participant50","S59-1007","A",0.23
"participant50","S59-1007","A > C",0.76
"participant50","S59-1007","C",0.65
"participant50","S59-1007","C > A",0
"participant50","S63-1039","A",0.75
"participant50","S63-1039","A > C",0.46
"participant50","S63-1039","C",0.8
"participant50","S63-1039","C > A",0.53
"participant50","S7-130","A",0.98
"participant50","S7-130","A > C",1
"participant50","S7-130","C",1
"participant50","S7-130","C > A",1
"participant50","S7-130-dep","A",0.17
"participant50","S7-130-dep","A > C",0.24
"participant50","S7-130-dep","C",0.18
"participant50","S7-130-dep","C > A",0.81
"participant50","S8-202","A",0.78
"participant50","S8-202","A > C",0.12
"participant50","S8-202","C",0.74
"participant50","S8-202","C > A",0.15
"participant50","S83-1609","A",0.86
"participant50","S83-1609","A > C",0.97
"participant50","S83-1609","C",0.91
"participant50","S83-1609","C > A",0.95
"participant50","S89-1642","A",0.83
"participant50","S89-1642","A > C",0.06
"participant50","S89-1642","C",0.84
"participant50","S89-1642","C > A",0.07
"participant50","S89-1642-dep","A",0.85
"participant50","S89-1642-dep","A > C",0.9
"participant50","S89-1642-dep","C",0.98
"participant50","S89-1642-dep","C > A",0.91
"participant50","S93-1674","A",0.86
"participant50","S93-1674","A > C",0.11
"participant50","S93-1674","C",0.71
"participant50","S93-1674","C > A",0.15
"participant50","S97-1674","A",1
"participant50","S97-1674","A > C",1
"participant50","S97-1674","C",1
"participant50","S97-1674","C > A",1
"participant6","S1-121","A",1
"participant6","S1-121","A > C",0.82
"participant6","S1-121","C",1
"participant6","S1-121","C > A",0.85
"participant6","S10-203","A",0.79
"participant6","S10-203","A > C",0.26
"participant6","S10-203","C",0.01
"participant6","S10-203","C > A",0.68
"participant6","S12-203","A",0.7
"participant6","S12-203","A > C",0.15
"participant6","S12-203","C",0.15
"participant6","S12-203","C > A",1
"participant6","S15-443","A",0.81
"participant6","S15-443","A > C",0.22
"participant6","S15-443","C",0.7
"participant6","S15-443","C > A",0.36
"participant6","S20-468","A",1
"participant6","S20-468","A > C",0.76
"participant6","S20-468","C",0.28
"participant6","S20-468","C > A",1
"participant6","S22-468","A",0.86
"participant6","S22-468","A > C",0.25
"participant6","S22-468","C",0.29
"participant6","S22-468","C > A",1
"participant6","S30-805","A",0.14
"participant6","S30-805","A > C",1
"participant6","S30-805","C",0.17
"participant6","S30-805","C > A",1
"participant6","S30-805-dep","A",0.64
"participant6","S30-805-dep","A > C",0
"participant6","S30-805-dep","C",0
"participant6","S30-805-dep","C > A",0.16
"participant6","S32-806","A",0.32
"participant6","S32-806","A > C",0.93
"participant6","S32-806","C",0.36
"participant6","S32-806","C > A",0.82
"participant6","S34-806","A",0.08
"participant6","S34-806","A > C",0.91
"participant6","S34-806","C",0.73
"participant6","S34-806","C > A",0.21
"participant6","S42-806","A",0.69
"participant6","S42-806","A > C",1
"participant6","S42-806","C",0.66
"participant6","S42-806","C > A",1
"participant6","S44-806","A",0.71
"participant6","S44-806","A > C",0.15
"participant6","S44-806","C",0.23
"participant6","S44-806","C > A",1
"participant6","S54-806","A",0.28
"participant6","S54-806","A > C",0.84
"participant6","S54-806","C",0.86
"participant6","S54-806","C > A",0.25
"participant6","S55-1006","A",0.3
"participant6","S55-1006","A > C",1
"participant6","S55-1006","C",0.86
"participant6","S55-1006","C > A",0.11
"participant6","S57-1007","A",0.21
"participant6","S57-1007","A > C",1
"participant6","S57-1007","C",0.84
"participant6","S57-1007","C > A",0.13
"participant6","S59-1007","A",0.14
"participant6","S59-1007","A > C",1
"participant6","S59-1007","C",1
"participant6","S59-1007","C > A",0.09
"participant6","S63-1039","A",0.12
"participant6","S63-1039","A > C",0
"participant6","S63-1039","C",0.74
"participant6","S63-1039","C > A",0.13
"participant6","S7-130","A",0.86
"participant6","S7-130","A > C",1
"participant6","S7-130","C",0.79
"participant6","S7-130","C > A",1
"participant6","S7-130-dep","A",1
"participant6","S7-130-dep","A > C",1
"participant6","S7-130-dep","C",1
"participant6","S7-130-dep","C > A",1
"participant6","S8-202","A",0.9
"participant6","S8-202","A > C",0.28
"participant6","S8-202","C",0.22
"participant6","S8-202","C > A",0.87
"participant6","S83-1609","A",1
"participant6","S83-1609","A > C",0.73
"participant6","S83-1609","C",1
"participant6","S83-1609","C > A",0.78
"participant6","S89-1642","A",0.78
"participant6","S89-1642","A > C",0.22
"participant6","S89-1642","C",0.51
"participant6","S89-1642","C > A",0.18
"participant6","S89-1642-dep","A",1
"participant6","S89-1642-dep","A > C",1
"participant6","S89-1642-dep","C",0.72
"participant6","S89-1642-dep","C > A",1
"participant6","S93-1674","A",0.68
"participant6","S93-1674","A > C",0.87
"participant6","S93-1674","C",1
"participant6","S93-1674","C > A",0.27
"participant6","S97-1674","A",1
"participant6","S97-1674","A > C",1
"participant6","S97-1674","C",0.63
"participant6","S97-1674","C > A",1
"participant7","S1-121","A",0.87
"participant7","S1-121","A > C",0.67
"participant7","S1-121","C",0.77
"participant7","S1-121","C > A",0.93
"participant7","S10-203","A",0.87
"participant7","S10-203","A > C",0.59
"participant7","S10-203","C",0.41
"participant7","S10-203","C > A",0.97
"participant7","S12-203","A",0.81
"participant7","S12-203","A > C",0.64
"participant7","S12-203","C",0.57
"participant7","S12-203","C > A",1
"participant7","S15-443","A",0.99
"participant7","S15-443","A > C",0.85
"participant7","S15-443","C",0.71
"participant7","S15-443","C > A",1
"participant7","S20-468","A",0.94
"participant7","S20-468","A > C",0.6
"participant7","S20-468","C",0.58
"participant7","S20-468","C > A",0.92
"participant7","S22-468","A",0.77
"participant7","S22-468","A > C",0.24
"participant7","S22-468","C",0.32
"participant7","S22-468","C > A",0.98
"participant7","S30-805","A",0.55
"participant7","S30-805","A > C",0.91
"participant7","S30-805","C",0.58
"participant7","S30-805","C > A",0.55
"participant7","S30-805-dep","A",0.97
"participant7","S30-805-dep","A > C",0.61
"participant7","S30-805-dep","C",0.64
"participant7","S30-805-dep","C > A",1
"participant7","S32-806","A",0.62
"participant7","S32-806","A > C",0.93
"participant7","S32-806","C",0.68
"participant7","S32-806","C > A",0.59
"participant7","S34-806","A",0.73
"participant7","S34-806","A > C",0.34
"participant7","S34-806","C",0.72
"participant7","S34-806","C > A",0.79
"participant7","S42-806","A",1
"participant7","S42-806","A > C",0.91
"participant7","S42-806","C",0.93
"participant7","S42-806","C > A",1
"participant7","S44-806","A",1
"participant7","S44-806","A > C",0.87
"participant7","S44-806","C",0.73
"participant7","S44-806","C > A",1
"participant7","S54-806","A",0.6
"participant7","S54-806","A > C",0.98
"participant7","S54-806","C",0.98
"participant7","S54-806","C > A",0.59
"participant7","S55-1006","A",0.18
"participant7","S55-1006","A > C",0.85
"participant7","S55-1006","C",0.63
"participant7","S55-1006","C > A",0.29
"participant7","S57-1007","A",0.63
"participant7","S57-1007","A > C",1
"participant7","S57-1007","C",0.88
"participant7","S57-1007","C > A",0.6
"participant7","S59-1007","A",0.59
"participant7","S59-1007","A > C",1
"participant7","S59-1007","C",0.96
"participant7","S59-1007","C > A",0.6
"participant7","S63-1039","A",0.9
"participant7","S63-1039","A > C",0.9
"participant7","S63-1039","C",0.79
"participant7","S63-1039","C > A",0.93
"participant7","S7-130","A",0.98
"participant7","S7-130","A > C",0.98
"participant7","S7-130","C",1
"participant7","S7-130","C > A",0.95
"participant7","S7-130-dep","A",1
"participant7","S7-130-dep","A > C",1
"participant7","S7-130-dep","C",0.86
"participant7","S7-130-dep","C > A",0.99
"participant7","S8-202","A",0.98
"participant7","S8-202","A > C",0.61
"participant7","S8-202","C",0.37
"participant7","S8-202","C > A",0.95
"participant7","S83-1609","A",0.79
"participant7","S83-1609","A > C",0.96
"participant7","S83-1609","C",0.83
"participant7","S83-1609","C > A",0.93
"participant7","S89-1642","A",0.91
"participant7","S89-1642","A > C",0.95
"participant7","S89-1642","C",0.93
"participant7","S89-1642","C > A",0.86
"participant7","S89-1642-dep","A",1
"participant7","S89-1642-dep","A > C",1
"participant7","S89-1642-dep","C",1
"participant7","S89-1642-dep","C > A",1
"participant7","S93-1674","A",0.59
"participant7","S93-1674","A > C",0.95
"participant7","S93-1674","C",0.84
"participant7","S93-1674","C > A",0.61
"participant7","S97-1674","A",0.91
"participant7","S97-1674","A > C",0.99
"participant7","S97-1674","C",0.85
"participant7","S97-1674","C > A",1
"participant8","S1-121","A",0.68
"participant8","S1-121","A > C",0.67
"participant8","S1-121","C",0.62
"participant8","S1-121","C > A",0.69
"participant8","S10-203","A",0.84
"participant8","S10-203","A > C",0
"participant8","S10-203","C",0.14
"participant8","S10-203","C > A",0.21
"participant8","S12-203","A",1
"participant8","S12-203","A > C",0.13
"participant8","S12-203","C",0.14
"participant8","S12-203","C > A",1
"participant8","S15-443","A",0.84
"participant8","S15-443","A > C",0.66
"participant8","S15-443","C",0.6
"participant8","S15-443","C > A",0.88
"participant8","S20-468","A",0.7
"participant8","S20-468","A > C",0.16
"participant8","S20-468","C",0.57
"participant8","S20-468","C > A",0.28
"participant8","S22-468","A",1
"participant8","S22-468","A > C",0.73
"participant8","S22-468","C",0.83
"participant8","S22-468","C > A",1
"participant8","S30-805","A",0.16
"participant8","S30-805","A > C",0.98
"participant8","S30-805","C",0.22
"participant8","S30-805","C > A",0.91
"participant8","S30-805-dep","A",0
"participant8","S30-805-dep","A > C",0.14
"participant8","S30-805-dep","C",0
"participant8","S30-805-dep","C > A",0.79
"participant8","S32-806","A",0.08
"participant8","S32-806","A > C",0.79
"participant8","S32-806","C",0.07
"participant8","S32-806","C > A",0.81
"participant8","S34-806","A",0.07
"participant8","S34-806","A > C",0.96
"participant8","S34-806","C",0.07
"participant8","S34-806","C > A",0.1
"participant8","S42-806","A",0
"participant8","S42-806","A > C",0.86
"participant8","S42-806","C",0
"participant8","S42-806","C > A",1
"participant8","S44-806","A",0.46
"participant8","S44-806","A > C",0.3
"participant8","S44-806","C",0
"participant8","S44-806","C > A",0.91
"participant8","S54-806","A",0.01
"participant8","S54-806","A > C",0.92
"participant8","S54-806","C",0
"participant8","S54-806","C > A",0.11
"participant8","S55-1006","A",0.19
"participant8","S55-1006","A > C",1
"participant8","S55-1006","C",0.68
"participant8","S55-1006","C > A",0.33
"participant8","S57-1007","A",0.29
"participant8","S57-1007","A > C",1
"participant8","S57-1007","C",0.93
"participant8","S57-1007","C > A",0.29
"participant8","S59-1007","A",0.06
"participant8","S59-1007","A > C",0.88
"participant8","S59-1007","C",0.78
"participant8","S59-1007","C > A",0.31
"participant8","S63-1039","A",0
"participant8","S63-1039","A > C",0
"participant8","S63-1039","C",0.12
"participant8","S63-1039","C > A",0
"participant8","S7-130","A",1
"participant8","S7-130","A > C",1
"participant8","S7-130","C",1
"participant8","S7-130","C > A",1
"participant8","S7-130-dep","A",0.27
"participant8","S7-130-dep","A > C",0.93
"participant8","S7-130-dep","C",0.21
"participant8","S7-130-dep","C > A",0.86
"participant8","S8-202","A",0.64
"participant8","S8-202","A > C",0.32
"participant8","S8-202","C",0.32
"participant8","S8-202","C > A",0.33
"participant8","S83-1609","A",0.69
"participant8","S83-1609","A > C",0.58
"participant8","S83-1609","C",0.62
"participant8","S83-1609","C > A",0.38
"participant8","S89-1642","A",0.38
"participant8","S89-1642","A > C",1
"participant8","S89-1642","C",0.18
"participant8","S89-1642","C > A",1
"participant8","S89-1642-dep","A",0.7
"participant8","S89-1642-dep","A > C",0.81
"participant8","S89-1642-dep","C",0.28
"participant8","S89-1642-dep","C > A",1
"participant8","S93-1674","A",0.63
"participant8","S93-1674","A > C",0.18
"participant8","S93-1674","C",0.08
"participant8","S93-1674","C > A",0.7
"participant8","S97-1674","A",1
"participant8","S97-1674","A > C",0.74
"participant8","S97-1674","C",0.57
"participant8","S97-1674","C > A",0.65
"participant9","S1-121","A",1
"participant9","S1-121","A > C",1
"participant9","S1-121","C",1
"participant9","S1-121","C > A",1
"participant9","S10-203","A",1
"participant9","S10-203","A > C",0
"participant9","S10-203","C",0
"participant9","S10-203","C > A",0
"participant9","S12-203","A",1
"participant9","S12-203","A > C",0
"participant9","S12-203","C",0
"participant9","S12-203","C > A",0
"participant9","S15-443","A",1
"participant9","S15-443","A > C",0
"participant9","S15-443","C",0
"participant9","S15-443","C > A",0
"participant9","S20-468","A",1
"participant9","S20-468","A > C",1
"participant9","S20-468","C",1
"participant9","S20-468","C > A",1
"participant9","S22-468","A",0.78
"participant9","S22-468","A > C",0.64
"participant9","S22-468","C",0.8
"participant9","S22-468","C > A",0.71
"participant9","S30-805","A",1
"participant9","S30-805","A > C",1
"participant9","S30-805","C",1
"participant9","S30-805","C > A",1
"participant9","S32-806","A",1
"participant9","S32-806","A > C",1
"participant9","S32-806","C",1
"participant9","S32-806","C > A",1
"participant9","S42-806","A",1
"participant9","S42-806","A > C",1
"participant9","S42-806","C",1
"participant9","S42-806","C > A",1
"participant9","S44-806","A",0.32
"participant9","S44-806","A > C",0.31
"participant9","S44-806","C",0
"participant9","S44-806","C > A",0
"participant9","S55-1006","A",1
"participant9","S55-1006","A > C",0
"participant9","S55-1006","C",0
"participant9","S55-1006","C > A",0
"participant9","S57-1007","A",0
"participant9","S57-1007","A > C",0
"participant9","S57-1007","C",0.76
"participant9","S57-1007","C > A",0
"participant9","S59-1007","A",0
"participant9","S59-1007","A > C",0
"participant9","S59-1007","C",0.9
"participant9","S59-1007","C > A",0
"participant9","S63-1039","A",0
"participant9","S63-1039","A > C",0
"participant9","S63-1039","C",1
"participant9","S63-1039","C > A",0
"participant9","S7-130","A",1
"participant9","S7-130","A > C",1
"participant9","S7-130","C",1
"participant9","S7-130","C > A",1
"participant9","S7-130-dep","A",1
"participant9","S7-130-dep","A > C",1
"participant9","S7-130-dep","C",1
"participant9","S7-130-dep","C > A",1
"participant9","S8-202","A",1
"participant9","S8-202","A > C",0
"participant9","S8-202","C",0
"participant9","S8-202","C > A",0
"participant9","S83-1609","A",0.76
"participant9","S83-1609","A > C",0.77
"participant9","S83-1609","C",0.77
"participant9","S83-1609","C > A",0.73
"participant9","S89-1642","A",1
"participant9","S89-1642","A > C",1
"participant9","S89-1642","C",1
"participant9","S89-1642","C > A",1
"participant9","S89-1642-dep","A",1
"participant9","S89-1642-dep","A > C",0.9
"participant9","S89-1642-dep","C",0.89
"participant9","S89-1642-dep","C > A",0.93
"participant9","S93-1674","A",0.11
"participant9","S93-1674","A > C",0.09
"participant9","S93-1674","C",0.1
"participant9","S93-1674","C > A",0.1
"participant9","S97-1674","A",1
"participant9","S97-1674","A > C",1
"participant9","S97-1674","C",1
"participant9","S97-1674","C > A",1
