"participant_id","stimulus_id","utterance","response"
"participant25","S1-121","A > C",1
"participant25","S1-121","C",1
"participant25","S1-121","C > A",1
"participant25","S10-203","A",1
"participant25","S10-203","A > C",0.34
"participant25","S10-203","C",0.76
"participant25","S10-203","C > A",1
"participant25","S12-203","A",1
"participant25","S12-203","A > C",0
"participant25","S12-203","C",0
"participant25","S12-203","C > A",1
"participant25","S15-443","A",1
"participant25","S15-443","A > C",1
"participant25","S15-443","C",1
"participant25","S15-443","C > A",1
"participant25","S20-468","A",1
"participant25","S20-468","A > C",1
"participant25","S20-468","C",1
"participant25","S20-468","C > A",1
"participant25","S22-468","A",1
"participant25","S22-468","A > C",1
"participant25","S22-468","C",1
"participant25","S22-468","C > A",1
"participant25","S30-805","A",0
"participant25","S30-805","A > C",1
"participant25","S30-805","C",0
"participant25","S30-805","C > A",1
"participant25","S30-805-dep","A",0
"participant25","S30-805-dep","A > C",0
"participant25","S30-805-dep","C",0
"participant25","S30-805-dep","C > A",1
"participant25","S32-806","A",0.06
"participant25","S32-806","A > C",0.07
"participant25","S32-806","C",0.46
"participant25","S32-806","C > A",0.09
"participant25","S42-806","A",0
"participant25","S42-806","A > C",1
"participant25","S42-806","C",0
"participant25","S42-806","C > A",1
"participant25","S44-806","A",0
"participant25","S44-806","A > C",0
"participant25","S44-806","C",0
"participant25","S44-806","C > A",1
"participant25","S54-806","A",0
"participant25","S54-806","A > C",1
"participant25","S54-806","C",0
"participant25","S54-806","C > A",0
"participant25","S55-1006","A",0
"participant25","S55-1006","A > C",1
"participant25","S55-1006","C",1
"participant25","S55-1006","C > A",0
"participant25","S57-1007","A",0.01
"participant25","S57-1007","A > C",0
"participant25","S57-1007","C",1
"participant25","S57-1007","C > A",1
"participant25","S59-1007","A",0
"participant25","S59-1007","A > C",1
"participant25","S59-1007","C",0
"participant25","S59-1007","C > A",0
"participant25","S63-1039","A",0
"participant25","S63-1039","A > C",0.21
"participant25","S63-1039","C",0.65
"participant25","S63-1039","C > A",0
"participant25","S7-130","A",1
"participant25","S7-130","A > C",1
"participant25","S7-130","C",1
"participant25","S7-130","C > A",1
"participant25","S7-130-dep","A",0
"participant25","S7-130-dep","A > C",0
"participant25","S7-130-dep","C",0
"participant25","S7-130-dep","C > A",1
"participant25","S8-202","A",1
"participant25","S8-202","A > C",0
"participant25","S8-202","C",0
"participant25","S8-202","C > A",1
"participant25","S83-1609","A",1
"participant25","S83-1609","A > C",1
"participant25","S83-1609","C",1
"participant25","S83-1609","C > A",1
"participant25","S89-1642","A",1
"participant25","S89-1642","A > C",1
"participant25","S89-1642","C",1
"participant25","S89-1642","C > A",1
"participant25","S89-1642-dep","A",0.15
"participant25","S89-1642-dep","A > C",1
"participant25","S89-1642-dep","C",0.68
"participant25","S89-1642-dep","C > A",1
"participant25","S93-1674","A",0
"participant25","S93-1674","A > C",0.6
"participant25","S93-1674","C",0.63
"participant25","S93-1674","C > A",0
"participant25","S97-1674","A",0
"participant25","S97-1674","A > C",1
"participant25","S97-1674","C",0
"participant25","S97-1674","C > A",1
"participant26","S1-121","A",0.82
"participant26","S1-121","A > C",0.05
"participant26","S1-121","C",0.87
"participant26","S1-121","C > A",0.08
"participant26","S10-203","A",1
"participant26","S10-203","A > C",0.32
"participant26","S10-203","C",0.99
"participant26","S10-203","C > A",0.01
"participant26","S12-203","A",0.88
"participant26","S12-203","A > C",0.03
"participant26","S12-203","C",0.86
"participant26","S12-203","C > A",0.82
"participant26","S15-443","A",0.94
"participant26","S15-443","A > C",0.02
"participant26","S15-443","C",0.83
"participant26","S15-443","C > A",0.09
"participant26","S20-468","A",1
"participant26","S20-468","A > C",0.22
"participant26","S20-468","C",1
"participant26","S20-468","C > A",0.18
"participant26","S22-468","A",0.98
"participant26","S22-468","A > C",0.01
"participant26","S22-468","C",0.98
"participant26","S22-468","C > A",0.01
"participant26","S30-805","A",0.93
"participant26","S30-805","A > C",0.01
"participant26","S30-805","C",0.88
"participant26","S30-805","C > A",0.01
"participant26","S30-805-dep","A",0.77
"participant26","S30-805-dep","A > C",0
"participant26","S30-805-dep","C",0.01
"participant26","S30-805-dep","C > A",0.8
"participant26","S32-806","A",0.99
"participant26","S32-806","A > C",0.22
"participant26","S32-806","C",0.99
"participant26","S32-806","C > A",0.2
"participant26","S34-806","A",0.7
"participant26","S34-806","A > C",0.09
"participant26","S34-806","C",0.64
"participant26","S34-806","C > A",1
"participant26","S42-806","A",0.91
"participant26","S42-806","A > C",0.85
"participant26","S42-806","C",0.96
"participant26","S42-806","C > A",0.95
"participant26","S44-806","A",0.98
"participant26","S44-806","A > C",0.22
"participant26","S44-806","C",0.16
"participant26","S44-806","C > A",0.87
"participant26","S54-806","A",0.72
"participant26","S54-806","A > C",0.93
"participant26","S54-806","C",0.75
"participant26","S54-806","C > A",0.19
"participant26","S55-1006","A",0.86
"participant26","S55-1006","A > C",0.79
"participant26","S55-1006","C",0.95
"participant26","S55-1006","C > A",0.08
"participant26","S57-1007","A",0.47
"participant26","S57-1007","A > C",0
"participant26","S57-1007","C",0.83
"participant26","S57-1007","C > A",0
"participant26","S59-1007","A",0.99
"participant26","S59-1007","A > C",0.87
"participant26","S59-1007","C",1
"participant26","S59-1007","C > A",0.99
"participant26","S63-1039","A",0.3
"participant26","S63-1039","A > C",0.26
"participant26","S63-1039","C",0.47
"participant26","S63-1039","C > A",0.38
"participant26","S7-130","A",1
"participant26","S7-130","A > C",0.17
"participant26","S7-130","C",1
"participant26","S7-130","C > A",0.16
"participant26","S7-130-dep","A",1
"participant26","S7-130-dep","A > C",0.14
"participant26","S7-130-dep","C",1
"participant26","S7-130-dep","C > A",0.14
"participant26","S8-202","A",0.67
"participant26","S8-202","A > C",0.01
"participant26","S8-202","C",0.19
"participant26","S8-202","C > A",0.01
"participant26","S83-1609","A",0.97
"participant26","S83-1609","A > C",0.07
"participant26","S83-1609","C",0.99
"participant26","S83-1609","C > A",0.08
"participant26","S89-1642","A",1
"participant26","S89-1642","A > C",0
"participant26","S89-1642","C",1
"participant26","S89-1642","C > A",0.01
"participant26","S89-1642-dep","A",0.78
"participant26","S89-1642-dep","A > C",0.2
"participant26","S89-1642-dep","C",0.78
"participant26","S89-1642-dep","C > A",0.2
"participant26","S93-1674","A",0.99
"participant26","S93-1674","A > C",0
"participant26","S93-1674","C",0.81
"participant26","S93-1674","C > A",0.86
"participant26","S97-1674","A",1
"participant26","S97-1674","A > C",0.59
"participant26","S97-1674","C",0.99
"participant26","S97-1674","C > A",0.65
"participant27","S1-121","A",0.95
"participant27","S1-121","A > C",0.93
"participant27","S1-121","C",0.98
"participant27","S1-121","C > A",0.92
"participant27","S10-203","A",0.97
"participant27","S10-203","A > C",0.41
"participant27","S10-203","C",0.43
"participant27","S10-203","C > A",0.93
"participant27","S12-203","A",0.95
"participant27","S12-203","A > C",0.96
"participant27","S12-203","C",0.68
"participant27","S12-203","C > A",0.93
"participant27","S15-443","A",0.99
"participant27","S15-443","A > C",0.78
"participant27","S15-443","C",0.81
"participant27","S15-443","C > A",0.96
"participant27","S20-468","A",0.95
"participant27","S20-468","A > C",0.61
"participant27","S20-468","C",0.86
"participant27","S20-468","C > A",0.73
"participant27","S22-468","A",0.89
"participant27","S22-468","A > C",0.66
"participant27","S22-468","C",0.69
"participant27","S22-468","C > A",0.81
"participant27","S30-805","A",0.43
"participant27","S30-805","A > C",0.54
"participant27","S30-805","C",0.47
"participant27","S30-805","C > A",0.53
"participant27","S30-805-dep","A",0.65
"participant27","S30-805-dep","A > C",0.6
"participant27","S30-805-dep","C",0.45
"participant27","S30-805-dep","C > A",0.94
"participant27","S32-806","A",0.46
"participant27","S32-806","A > C",0.48
"participant27","S32-806","C",0.61
"participant27","S32-806","C > A",0.54
"participant27","S34-806","A",0.39
"participant27","S34-806","A > C",0.33
"participant27","S34-806","C",0.63
"participant27","S34-806","C > A",0.69
"participant27","S42-806","A",0.47
"participant27","S42-806","A > C",0.98
"participant27","S42-806","C",0.49
"participant27","S42-806","C > A",0.94
"participant27","S44-806","A",0.59
"participant27","S44-806","A > C",0.67
"participant27","S44-806","C",0.36
"participant27","S44-806","C > A",0.96
"participant27","S54-806","A",0.11
"participant27","S54-806","A > C",0.89
"participant27","S54-806","C",0.22
"participant27","S54-806","C > A",0.84
"participant27","S55-1006","A",0.6
"participant27","S55-1006","A > C",0.59
"participant27","S55-1006","C",0.74
"participant27","S55-1006","C > A",0.59
"participant27","S57-1007","A",0.62
"participant27","S57-1007","A > C",0.89
"participant27","S57-1007","C",0.87
"participant27","S57-1007","C > A",0.49
"participant27","S59-1007","A",0.45
"participant27","S59-1007","A > C",0.99
"participant27","S59-1007","C",0.76
"participant27","S59-1007","C > A",0.55
"participant27","S63-1039","A",0.38
"participant27","S63-1039","A > C",0.8
"participant27","S63-1039","C",0.35
"participant27","S63-1039","C > A",0.32
"participant27","S7-130","A",0.9
"participant27","S7-130","A > C",0.43
"participant27","S7-130","C",0.86
"participant27","S7-130","C > A",0.87
"participant27","S7-130-dep","A",0.55
"participant27","S7-130-dep","A > C",0.55
"participant27","S7-130-dep","C",0.56
"participant27","S7-130-dep","C > A",0.55
"participant27","S8-202","A",0.77
"participant27","S8-202","A > C",0.13
"participant27","S8-202","C",0.4
"participant27","S8-202","C > A",0.13
"participant27","S83-1609","A",0.77
"participant27","S83-1609","A > C",0.91
"participant27","S83-1609","C",0.77
"participant27","S83-1609","C > A",0.89
"participant27","S89-1642","A",0.83
"participant27","S89-1642","A > C",0.48
"participant27","S89-1642","C",0.94
"participant27","S89-1642","C > A",0.46
"participant27","S89-1642-dep","A",0.52
"participant27","S89-1642-dep","A > C",0.79
"participant27","S89-1642-dep","C",0.57
"participant27","S89-1642-dep","C > A",0.77
"participant27","S93-1674","A",0.46
"participant27","S93-1674","A > C",0.32
"participant27","S93-1674","C",0.45
"participant27","S93-1674","C > A",0.59
"participant27","S97-1674","A",0.95
"participant27","S97-1674","A > C",0.79
"participant27","S97-1674","C",0.76
"participant27","S97-1674","C > A",0.94
"participant28","S1-121","A",0.74
"participant28","S1-121","A > C",0.78
"participant28","S1-121","C",0.85
"participant28","S1-121","C > A",0.96
"participant28","S10-203","A",0.65
"participant28","S10-203","A > C",0.69
"participant28","S10-203","C",0.86
"participant28","S10-203","C > A",0.71
"participant28","S12-203","A",0.71
"participant28","S12-203","A > C",0.69
"participant28","S12-203","C",0.62
"participant28","S12-203","C > A",0.78
"participant28","S15-443","A",0.75
"participant28","S15-443","A > C",0.88
"participant28","S15-443","C",0.64
"participant28","S15-443","C > A",0.8
"participant28","S20-468","A",0.77
"participant28","S20-468","A > C",1
"participant28","S20-468","C",0.94
"participant28","S20-468","C > A",0.64
"participant28","S22-468","A",0.74
"participant28","S22-468","A > C",1
"participant28","S22-468","C",0.77
"participant28","S22-468","C > A",0.84
"participant28","S30-805","A",0.55
"participant28","S30-805","A > C",0.64
"participant28","S30-805","C",0.63
"participant28","S30-805","C > A",0.56
"participant28","S30-805-dep","A",0.66
"participant28","S30-805-dep","A > C",0.27
"participant28","S30-805-dep","C",0.2
"participant28","S30-805-dep","C > A",0.33
"participant28","S32-806","A",0.28
"participant28","S32-806","A > C",0.82
"participant28","S32-806","C",0.73
"participant28","S32-806","C > A",0.73
"participant28","S34-806","A",0.71
"participant28","S34-806","A > C",0.71
"participant28","S34-806","C",0.82
"participant28","S34-806","C > A",0.66
"participant28","S42-806","A",0.65
"participant28","S42-806","A > C",0.74
"participant28","S42-806","C",0.65
"participant28","S42-806","C > A",0.69
"participant28","S44-806","A",0.66
"participant28","S44-806","A > C",0.34
"participant28","S44-806","C",0.61
"participant28","S44-806","C > A",0.62
"participant28","S54-806","A",0.59
"participant28","S54-806","A > C",0.61
"participant28","S54-806","C",0.13
"participant28","S54-806","C > A",0.33
"participant28","S55-1006","A",0.94
"participant28","S55-1006","A > C",0.67
"participant28","S55-1006","C",0.63
"participant28","S55-1006","C > A",0.92
"participant28","S57-1007","A",0.68
"participant28","S57-1007","A > C",0.81
"participant28","S57-1007","C",0.82
"participant28","S57-1007","C > A",0.4
"participant28","S59-1007","A",0.64
"participant28","S59-1007","A > C",0.35
"participant28","S59-1007","C",0.34
"participant28","S59-1007","C > A",0.67
"participant28","S63-1039","A",0.43
"participant28","S63-1039","A > C",0.33
"participant28","S63-1039","C",0.69
"participant28","S63-1039","C > A",0.37
"participant28","S7-130","A",0.8
"participant28","S7-130","A > C",0.89
"participant28","S7-130","C",0.73
"participant28","S7-130","C > A",0.84
"participant28","S7-130-dep","A",0.67
"participant28","S7-130-dep","A > C",0.85
"participant28","S7-130-dep","C",0.88
"participant28","S7-130-dep","C > A",0.62
"participant28","S8-202","A",0.61
"participant28","S8-202","A > C",0.53
"participant28","S8-202","C",0.53
"participant28","S8-202","C > A",0.72
"participant28","S83-1609","A",0.6
"participant28","S83-1609","A > C",0.76
"participant28","S83-1609","C",0.63
"participant28","S83-1609","C > A",0.58
"participant28","S89-1642","A",0.63
"participant28","S89-1642","A > C",0.87
"participant28","S89-1642","C",0.89
"participant28","S89-1642","C > A",0.67
"participant28","S89-1642-dep","A",0.6
"participant28","S89-1642-dep","A > C",0.82
"participant28","S89-1642-dep","C",0.81
"participant28","S89-1642-dep","C > A",0.63
"participant28","S93-1674","A",0.56
"participant28","S93-1674","A > C",0.76
"participant28","S93-1674","C",0.79
"participant28","S93-1674","C > A",0.37
"participant28","S97-1674","A",0.7
"participant28","S97-1674","A > C",0.7
"participant28","S97-1674","C",0.67
"participant28","S97-1674","C > A",0.81
"participant29","S1-121","A",1
"participant29","S1-121","A > C",1
"participant29","S1-121","C",1
"participant29","S1-121","C > A",1
"participant29","S10-203","A",1
"participant29","S10-203","A > C",0.41
"participant29","S10-203","C",0.55
"participant29","S10-203","C > A",1
"participant29","S12-203","A",1
"participant29","S12-203","A > C",0.94
"participant29","S12-203","C",0.94
"participant29","S12-203","C > A",1
"participant29","S15-443","A",1
"participant29","S15-443","A > C",0.55
"participant29","S15-443","C",0.6
"participant29","S15-443","C > A",1
"participant29","S20-468","A",1
"participant29","S20-468","A > C",0.46
"participant29","S20-468","C",0.75
"participant29","S20-468","C > A",1
"participant29","S22-468","A",0.96
"participant29","S22-468","A > C",0.93
"participant29","S22-468","C",0.86
"participant29","S22-468","C > A",1
"participant29","S30-805","A",0.53
"participant29","S30-805","A > C",0.7
"participant29","S30-805","C",0.49
"participant29","S30-805","C > A",0.93
"participant29","S30-805-dep","A",0.14
"participant29","S30-805-dep","A > C",0
"participant29","S30-805-dep","C",0
"participant29","S30-805-dep","C > A",0.81
"participant29","S32-806","A",0.53
"participant29","S32-806","A > C",0.85
"participant29","S32-806","C",0.52
"participant29","S32-806","C > A",1
"participant29","S34-806","A",0.07
"participant29","S34-806","A > C",0.16
"participant29","S34-806","C",0.52
"participant29","S34-806","C > A",0.52
"participant29","S42-806","A",0
"participant29","S42-806","A > C",1
"participant29","S42-806","C",0
"participant29","S42-806","C > A",1
"participant29","S44-806","A",0.97
"participant29","S44-806","A > C",0.56
"participant29","S44-806","C",0.4
"participant29","S44-806","C > A",1
"participant29","S54-806","A",0
"participant29","S54-806","A > C",1
"participant29","S54-806","C",0.16
"participant29","S54-806","C > A",0.57
"participant29","S55-1006","A",0.21
"participant29","S55-1006","A > C",0.22
"participant29","S55-1006","C",0.53
"participant29","S55-1006","C > A",0.43
"participant29","S57-1007","A",0.47
"participant29","S57-1007","A > C",1
"participant29","S57-1007","C",0.86
"participant29","S57-1007","C > A",0.88
"participant29","S59-1007","A",0.39
"participant29","S59-1007","A > C",1
"participant29","S59-1007","C",0.56
"participant29","S59-1007","C > A",0.65
"participant29","S63-1039","A",0
"participant29","S63-1039","A > C",0.2
"participant29","S63-1039","C",0
"participant29","S63-1039","C > A",0.81
"participant29","S7-130","A",1
"participant29","S7-130","A > C",0.97
"participant29","S7-130","C",1
"participant29","S7-130","C > A",0.91
"participant29","S7-130-dep","A",0.18
"participant29","S7-130-dep","A > C",1
"participant29","S7-130-dep","C",0.93
"participant29","S7-130-dep","C > A",1
"participant29","S8-202","A",0.91
"participant29","S8-202","A > C",0
"participant29","S8-202","C",0.73
"participant29","S8-202","C > A",0
"participant29","S83-1609","A",0.89
"participant29","S83-1609","A > C",1
"participant29","S83-1609","C",0.77
"participant29","S83-1609","C > A",1
"participant29","S89-1642","A",0.79
"participant29","S89-1642","A > C",0.55
"participant29","S89-1642","C",0.72
"participant29","S89-1642","C > A",0.6
"participant29","S89-1642-dep","A",0.53
"participant29","S89-1642-dep","A > C",1
"participant29","S89-1642-dep","C",0.48
"participant29","S89-1642-dep","C > A",1
"participant29","S93-1674","A",0.54
"participant29","S93-1674","A > C",0
"participant29","S93-1674","C",0.72
"participant29","S93-1674","C > A",1
"participant29","S97-1674","A",0.72
"participant29","S97-1674","A > C",1
"participant29","S97-1674","C",0.7
"participant29","S97-1674","C > A",1
"participant3","S1-121","A",0.78
"participant3","S1-121","A > C",0.41
"participant3","S1-121","C",0.71
"participant3","S1-121","C > A",0.56
"participant3","S10-203","A",0.73
"participant3","S10-203","A > C",0.24
"participant3","S10-203","C",0.41
"participant3","S10-203","C > A",0.57
"participant3","S12-203","A",0.71
"participant3","S12-203","A > C",0.37
"participant3","S12-203","C",0.42
"participant3","S12-203","C > A",0.37
"participant3","S15-443","A",0.69
"participant3","S15-443","A > C",0.4
"participant3","S15-443","C",0.55
"participant3","S15-443","C > A",0.54
"participant3","S20-468","A",0.74
"participant3","S20-468","A > C",0.64
"participant3","S20-468","C",0.54
"participant3","S20-468","C > A",0.58
"participant3","S22-468","A",0.67
"participant3","S22-468","A > C",0.47
"participant3","S22-468","C",0.51
"participant3","S22-468","C > A",0.51
"participant3","S30-805","A",0.39
"participant3","S30-805","A > C",0.39
"participant3","S30-805","C",0.41
"participant3","S30-805","C > A",0.47
"participant3","S30-805-dep","A",0.61
"participant3","S30-805-dep","A > C",0.21
"participant3","S30-805-dep","C",0.24
"participant3","S30-805-dep","C > A",0.41
"participant3","S32-806","A",0.37
"participant3","S32-806","A > C",0.45
"participant3","S32-806","C",0.42
"participant3","S32-806","C > A",0.39
"participant3","S34-806","A",0.39
"participant3","S34-806","A > C",0.28
"participant3","S34-806","C",0.28
"participant3","S34-806","C > A",0.35
"participant3","S42-806","A",0.62
"participant3","S42-806","A > C",0.41
"participant3","S42-806","C",0.39
"participant3","S42-806","C > A",0.8
"participant3","S44-806","A",0.66
"participant3","S44-806","A > C",0.33
"participant3","S44-806","C",0.27
"participant3","S44-806","C > A",0.71
"participant3","S54-806","A",0.49
"participant3","S54-806","A > C",0.67
"participant3","S54-806","C",0.56
"participant3","S54-806","C > A",0.54
"participant3","S55-1006","A",0.42
"participant3","S55-1006","A > C",0.55
"participant3","S55-1006","C",0.69
"participant3","S55-1006","C > A",0.24
"participant3","S57-1007","A",0.67
"participant3","S57-1007","A > C",0.36
"participant3","S57-1007","C",0.59
"participant3","S57-1007","C > A",0.53
"participant3","S59-1007","A",0.47
"participant3","S59-1007","A > C",0.65
"participant3","S59-1007","C",0.67
"participant3","S59-1007","C > A",0.4
"participant3","S63-1039","A",0.35
"participant3","S63-1039","A > C",0.28
"participant3","S63-1039","C",0.34
"participant3","S63-1039","C > A",0.33
"participant3","S7-130","A",0.72
"participant3","S7-130","A > C",0.77
"participant3","S7-130","C",0.58
"participant3","S7-130","C > A",0.54
"participant3","S7-130-dep","A",0.67
"participant3","S7-130-dep","A > C",0.38
"participant3","S7-130-dep","C",0.55
"participant3","S7-130-dep","C > A",0.66
"participant3","S8-202","A",0.46
"participant3","S8-202","A > C",0.27
"participant3","S8-202","C",0.5
"participant3","S8-202","C > A",0.55
"participant3","S83-1609","A",0.53
"participant3","S83-1609","A > C",0.55
"participant3","S83-1609","C",0.74
"participant3","S83-1609","C > A",0.54
"participant3","S89-1642","A",0.66
"participant3","S89-1642","A > C",0.51
"participant3","S89-1642","C",0.53
"participant3","S89-1642","C > A",0.47
"participant3","S89-1642-dep","A",0.69
"participant3","S89-1642-dep","A > C",0.4
"participant3","S89-1642-dep","C",0.57
"participant3","S89-1642-dep","C > A",0.59
"participant3","S93-1674","A",0.46
"participant3","S93-1674","A > C",0.29
"participant3","S93-1674","C",0.72
"participant3","S93-1674","C > A",0.47
"participant3","S97-1674","A",0.42
"participant3","S97-1674","A > C",0.43
"participant3","S97-1674","C",0.43
"participant3","S97-1674","C > A",0.54
"participant30","S1-121","A",0.76
"participant30","S1-121","A > C",0.74
"participant30","S1-121","C",0.76
"participant30","S1-121","C > A",0.76
"participant30","S10-203","A",0.66
"participant30","S10-203","A > C",0.62
"participant30","S10-203","C",0.61
"participant30","S10-203","C > A",0.64
"participant30","S12-203","A",0.61
"participant30","S12-203","A > C",0.57
"participant30","S12-203","C",0.63
"participant30","S12-203","C > A",0.6
"participant30","S15-443","A",0.6
"participant30","S15-443","A > C",0.62
"participant30","S15-443","C",0.62
"participant30","S15-443","C > A",0.6
"participant30","S20-468","A",0.6
"participant30","S20-468","A > C",0.6
"participant30","S20-468","C",0.57
"participant30","S20-468","C > A",0.57
"participant30","S22-468","A",0.65
"participant30","S22-468","A > C",0.62
"participant30","S22-468","C",0.64
"participant30","S22-468","C > A",0.63
"participant30","S30-805","A",0.56
"participant30","S30-805","A > C",0.57
"participant30","S30-805","C",0.57
"participant30","S30-805","C > A",0.59
"participant30","S30-805-dep","A",0.52
"participant30","S30-805-dep","A > C",0.49
"participant30","S30-805-dep","C",0.51
"participant30","S30-805-dep","C > A",0.52
"participant30","S32-806","A",0.58
"participant30","S32-806","A > C",0.57
"participant30","S32-806","C",0.56
"participant30","S32-806","C > A",0.56
"participant30","S34-806","A",0.53
"participant30","S34-806","A > C",0.51
"participant30","S34-806","C",0.53
"participant30","S34-806","C > A",0.53
"participant30","S42-806","A",0.49
"participant30","S42-806","A > C",0.49
"participant30","S42-806","C",0.49
"participant30","S42-806","C > A",0.49
"participant30","S44-806","A",0.59
"participant30","S44-806","A > C",0.62
"participant30","S44-806","C",0.58
"participant30","S44-806","C > A",0.59
"participant30","S54-806","A",0.52
"participant30","S54-806","A > C",0.51
"participant30","S54-806","C",0.49
"participant30","S54-806","C > A",0.52
"participant30","S55-1006","A",0.59
"participant30","S55-1006","A > C",0.62
"participant30","S55-1006","C",0.59
"participant30","S55-1006","C > A",0.64
"participant30","S57-1007","A",0.61
"participant30","S57-1007","A > C",0.64
"participant30","S57-1007","C",0.62
"participant30","S57-1007","C > A",0.64
"participant30","S59-1007","A",0.51
"participant30","S59-1007","A > C",0.51
"participant30","S59-1007","C",0.55
"participant30","S59-1007","C > A",0.51
"participant30","S63-1039","A",0.61
"participant30","S63-1039","A > C",0.62
"participant30","S63-1039","C",0.62
"participant30","S63-1039","C > A",0.62
"participant30","S7-130","A",0.66
"participant30","S7-130","A > C",0.6
"participant30","S7-130","C",0.65
"participant30","S7-130","C > A",0.6
"participant30","S7-130-dep","A",0.64
"participant30","S7-130-dep","A > C",0.66
"participant30","S7-130-dep","C",0.7
"participant30","S7-130-dep","C > A",0.65
"participant30","S8-202","A",0.59
"participant30","S8-202","A > C",0.61
"participant30","S8-202","C",0.62
"participant30","S8-202","C > A",0.62
"participant30","S83-1609","A",0.64
"participant30","S83-1609","A > C",0.66
"participant30","S83-1609","C",0.63
"participant30","S83-1609","C > A",0.61
"participant30","S89-1642","A",0.6
"participant30","S89-1642","A > C",0.61
"participant30","S89-1642","C",0.62
"participant30","S89-1642","C > A",0.6
"participant30","S89-1642-dep","A",0.48
"participant30","S89-1642-dep","A > C",0.49
"participant30","S89-1642-dep","C",0.49
"participant30","S89-1642-dep","C > A",0.48
"participant30","S93-1674","A",0.59
"participant30","S93-1674","A > C",0.61
"participant30","S93-1674","C",0.65
"participant30","S93-1674","C > A",0.56
"participant30","S97-1674","A",0.5
"participant30","S97-1674","A > C",0.51
"participant30","S97-1674","C",0.49
"participant30","S97-1674","C > A",0.46
"participant31","S1-121","A",1
"participant31","S1-121","A > C",1
"participant31","S1-121","C",1
"participant31","S1-121","C > A",1
"participant31","S10-203","A",0.98
"participant31","S10-203","A > C",0.03
"participant31","S10-203","C",0.1
"participant31","S10-203","C > A",1
"participant31","S12-203","A",1
"participant31","S12-203","A > C",0
"participant31","S12-203","C",0.13
"participant31","S12-203","C > A",0.99
"participant31","S15-443","A",1
"participant31","S15-443","A > C",0
"participant31","S15-443","C",0.34
"participant31","S15-443","C > A",1
"participant31","S20-468","A",1
"participant31","S20-468","A > C",0.02
"participant31","S20-468","C",0.42
"participant31","S20-468","C > A",1
"participant31","S22-468","A",1
"participant31","S22-468","A > C",0
"participant31","S22-468","C",0.23
"participant31","S22-468","C > A",1
"participant31","S30-805","A",0.42
"participant31","S30-805","A > C",1
"participant31","S30-805","C",0.18
"participant31","S30-805","C > A",0.96
"participant31","S30-805-dep","A",0.57
"participant31","S30-805-dep","A > C",0.12
"participant31","S30-805-dep","C",0.06
"participant31","S30-805-dep","C > A",0.9
"participant31","S32-806","A",0.27
"participant31","S32-806","A > C",0.92
"participant31","S32-806","C",0.26
"participant31","S32-806","C > A",0.98
"participant31","S34-806","A",0.09
"participant31","S34-806","A > C",1
"participant31","S34-806","C",0.06
"participant31","S34-806","C > A",1
"participant31","S42-806","A",0.28
"participant31","S42-806","A > C",0.98
"participant31","S42-806","C",0.15
"participant31","S42-806","C > A",0.98
"participant31","S44-806","A",0.17
"participant31","S44-806","A > C",0
"participant31","S44-806","C",0.09
"participant31","S44-806","C > A",1
"participant31","S54-806","A",0.1
"participant31","S54-806","A > C",1
"participant31","S54-806","C",0.08
"participant31","S54-806","C > A",0
"participant31","S55-1006","A",0
"participant31","S55-1006","A > C",1
"participant31","S55-1006","C",0.28
"participant31","S55-1006","C > A",0
"participant31","S57-1007","A",0
"participant31","S57-1007","A > C",1
"participant31","S57-1007","C",0.25
"participant31","S57-1007","C > A",0
"participant31","S59-1007","A",0.26
"participant31","S59-1007","A > C",0.91
"participant31","S59-1007","C",1
"participant31","S59-1007","C > A",0.14
"participant31","S63-1039","A",0.06
"participant31","S63-1039","A > C",1
"participant31","S63-1039","C",0.28
"participant31","S63-1039","C > A",0
"participant31","S7-130","A",1
"participant31","S7-130","A > C",1
"participant31","S7-130","C",1
"participant31","S7-130","C > A",1
"participant31","S7-130-dep","A",0.19
"participant31","S7-130-dep","A > C",1
"participant31","S7-130-dep","C",0.29
"participant31","S7-130-dep","C > A",1
"participant31","S8-202","A",0.99
"participant31","S8-202","A > C",0.1
"participant31","S8-202","C",0.08
"participant31","S8-202","C > A",0.84
"participant31","S83-1609","A",0.35
"participant31","S83-1609","A > C",0.95
"participant31","S83-1609","C",0.39
"participant31","S83-1609","C > A",1
"participant31","S89-1642","A",0.26
"participant31","S89-1642","A > C",1
"participant31","S89-1642","C",0.33
"participant31","S89-1642","C > A",1
"participant31","S89-1642-dep","A",0.17
"participant31","S89-1642-dep","A > C",1
"participant31","S89-1642-dep","C",0.26
"participant31","S89-1642-dep","C > A",1
"participant31","S93-1674","A",0.48
"participant31","S93-1674","A > C",0.86
"participant31","S93-1674","C",0.41
"participant31","S93-1674","C > A",0.66
"participant31","S97-1674","A",1
"participant31","S97-1674","A > C",1
"participant31","S97-1674","C",1
"participant31","S97-1674","C > A",1
"participant32","S1-121","A",0.94
"participant32","S1-121","A > C",0.93
"participant32","S1-121","C",0.99
"participant32","S1-121","C > A",0.96
"participant32","S10-203","A",0.92
"participant32","S10-203","A > C",0.21
"participant32","S10-203","C",0.43
"participant32","S10-203","C > A",0.99
"participant32","S12-203","A",0.68
"participant32","S12-203","A > C",0.37
"participant32","S12-203","C",0.32
"participant32","S12-203","C > A",0.94
"participant32","S15-443","A",0.98
"participant32","S15-443","A > C",0.37
"participant32","S15-443","C",0.62
